Tweets,Sentiment_Score,Relative_Time,Continent_Code,Reach
saying biden wrong inciting war threatening putin cover incompetence pro putin going since russia threatened force border chine put missile cuba duhhh,0,0,NAM,59
vladimir putin demand fair treaty russia must respected russia want peace,4,13,ASI,16
official say seen evidence withdrawn troop via npr,2,6,NAM,28
sleepy making vladimir putin blink biden statecraft given putin pause specifically biden team mobilized enough solidarity among ally enough advanced defensive arm transfer enough,4,6,NAM,74
hard know fact matter without donbas residency think russia invade amp likely result agitation,0,6,EUR,52
putin sincere said tuesday ready continue negotiating track ensure never join also pulling back menacing force official say,4,20,NAM,77
stoltenberg say decision boost defence eastern flank final,4,18,ASI,14
russian government announces end millitary drill near border told pullback soldier border basecamps yet conform pullback russian soldier,2,16,ASI,30
well good question putin move manipulable trump president provided goal completely erase russia objective could attained much risk,4,19,NAM,29
britain france rebuke russian aggression time extend turkish sphere influence russian territory,0,21,NAM,88
belarus none article country would defend would height folly court nuclear war russia something stop want anyway,0,5,NAM,101
russia claiming withdrawn thousand troop well believe putin yeah,4,16,NAM,66
cardinal news headline wednesday february chief say russia continuing build force near even though russia say otherwise russia say troop decreasing say troop increased field hospital set,4,16,NAM,108
thanks putin amp russia gaining strength european ally uniting,4,21,NAM,18
member powerful measure russia invade would sanction cutting russian state bank dollar according russian executive banker former senior sanction official,4,21,EUR,72
putin would prefer avoid war state intention getting crimea military action put putin bind join backing military action,0,1,NAM,27
totally agree russia actually want invade huge endeavor result war super interested hosting war saying favor sharing hard evidence,4,15,NAM,73
latest russia still building force border say defence intelligence chief report reuters evidence russia withdrawing border say afp image prove russian failure withdraw troop say reuters,4,22,ASI,8
russia claim troop pullout despite claiming pulled troop different point border along dismissed claim,2,14,ASI,32
latest president german chancellor olaf scholz demand step towards russia report afp scholz highlight reinforcement russia invades reuters,4,16,ASI,55
people need think russian domestic issue putin democratic slavic country border whole thing nothing putin misdirect russian people potentially deciding enough tsar,2,17,NAM,47
minute broadcast even outrageous deranged host say citizen threatened strike let reporter strike washington,0,20,EUR,63
russian strategic missile sarmat carry nuclear warhead may used time horrifies western world,0,3,ASI,23
andy vermaut share satellite image prove russian failure withdraw troop say submitted link comment thank,4,19,EUR,47
tension spike west accuses russia lying troop withdrawal,0,10,NAM,84
russia add troop border despite claim would withdraw force say,2,10,NAM,65
becomes member regardless current state party occupied russia become precedent two country moldova georgia quickly follow scare putin favorite method stop working,4,0,EUR,77
since handed putin sovereign country stop russia nuclear putin demand post country joined left unprotected give country want give away cozy home,0,1,NAM,67
russian president vladimir putin creating pretext war making point feel like military maneuver close border amp constantly threaten joining seeing enemy,0,18,NAM,52
recent interview russian ambassador say russia troop border usual,2,4,NAM,88
sign pullback say amp amp joined wednesday saying sign russian troop withdrawing military movement occupied crimea fuelled report crisis could abating,0,7,EUR,25
russian troop russia amp troop russia neighborhood ask aggressor,0,12,NAM,16
lmfao sending troop problem russia sending troop fine typical russian hypocricy,4,21,EUR,37
given relentless expansion violating promise would expand russian border allowed german promise broken russian perspective could claim cold never ended,2,0,AUS,27
tension spike west accuses russia lying troop withdrawal via,0,16,AUS,50
putin psyop prowess undeniable know retired know putin,2,2,NAM,3
russian military still position world watching west,0,21,AUS,48
yeah come conclusion putin thought west would divided care take russia stood firm proved useful hope russia stall retreat,4,18,NAM,32
military show russia want achieve strategic right russia feel security threat west becoming puppet amp used achieve non meaningful objective,4,19,ASI,36
indeed putin seek direct occupation kyiv rather seek prevent entry russian leader could allow time hope country return russian sphere influence remains neutral,4,2,AUS,7
washington insists site defend europe vladimir putin evidence russia president see threat,0,3,NAM,24
hypothetically russia care would say never join never,4,24,NAM,22
hundred paratrooper landed polish airport near ukrainian border wednesday part deployment several thousand bolster eastern flank amid tension russia,0,11,ASI,47
think clever distraction saying sending troop back base course distraction rouse suspect russian spetsnaz infiltrated border amp accessing clandestine surveillance,0,8,ASI,47
vladimir putin think stupid america troop mean automatic america near fail control,0,0,ASI,55
imint amp vulnerable member report intel putin play weak hand overnight added troop near border recent day contrary claim putin troop would pulled back via,4,11,NAM,16
putin guaranteed block accession loosen hand even sovereign state russia right tell join,0,18,ASI,11
country beg get right putin amazing vladimir putin want already taken crimea,0,6,NAM,28
satellite image reveal hoax border secretary general jens stoltenberg said wednesday satellite image confirm russia withdrawn force border,0,22,NAM,51
russia seemed step back military confrontation said wednesday still looking proof president vladimir putin open diplomatic resolution pulling back troop,0,11,ASI,15
two question last member join alliance border kaliningrad exclave joined crisis enlargement russia dispute deployed troop around,2,7,NAM,36
state department hit back russia say troop moving fighting position,2,15,NAM,23
Pak PM survives removal scare,2,13,EUR,32
 but court orders further probe into corruption charge. ,2,15,EUR,19
Supreme Court quashes criminal complaint against cricketer for allegedly depicting himself as on magazine cover.,2,20,EUR,36
Art of Living's fights back over Yamuna floodplain damage,2,11,EUR,29
 livid. ,2,19,EUR,15
FCRA slap on NGO for lobbying...But was it doing so as part of govt campaign? ,2,14,EUR,28
Why doctors,2,23,EUR,8
 pharma companies are opposing names on ,2,3,EUR,20
Why a bicycle and not a CM asked. His officer learnt ground reality -- and  a dip in a river. ,2,10,EUR,26
It's 2017. making law to ban And MHA is sitting on draft. ,2,7,EUR,54
Rivals govts unite to act against sex-determination tests. ,2,23,EUR,27
Haryana peasants demand justice for right to cattle trade. ,2,7,EUR,6
Why schools in Calcutta (and elsewhere) are stunned by imposition plan. ,2,10,EUR,21
Why renamed places in ,2,21,EUR,54
Oooh! the shame,2,2,EUR,8
 the trauma... of driving without the red,2,6,EUR,36
 flashing light. (And paying for parking). ,2,13,EUR,43
Now have to learn to live without that flashing red light. ,2,8,EUR,3
BJP leaders in the dock,2,14,EUR,10
 lose their light,2,18,EUR,22
 naming game,2,18,EUR,51
 and more. Also in epaper. ,2,3,EUR,21
UK Parliament votes by 522 to 13 in favour of early national ,2,14,EUR,29
April 19 1906: Nobel Laureate Pierre Curie was run over by a horse-drawn wagon near the Pont Neuf,2,5,EUR,6
 Paris,2,4,EUR,35
 and killed ,2,12,EUR,37
India to end culture of sirens on cars. ,2,7,NAM,22
From May 1,2,5,NAM,19
 only on vehicles: Gadkari.,2,21,NAM,45
No from now on cars of PM,2,22,NAM,23
 ministers: transport minister Nitin Gadkari after Cabinet meet. ,2,6,NAM,48
44 feared killed as bus falls into River Tons in Nerwa area of district: police. ,2,23,NAM,44
BSF dismisses Constable Tej Bahadur Yadav from service after a court of inquiry. Bad quality food allegations were base,2,10,NAM,52
jawan Tej Bahadur Yadav,2,4,NAM,6
 who took to social media complaining of bad food,2,15,NAM,19
 dismissed from service after inquiry.,2,0,NAM,30
U.S. to review lifting of sanctions on Iran: Tillerson ,2,23,NAM,8
Huge haul of milk-boosting hormone in Calcutta. ,2,21,NAM,34
Good news from it seems are thriving at Valmiki reserve. ,2,5,NAM,51
In Sushil Modi lists property chain. ,2,3,NAM,26
3 queens take centrestage. ,2,24,NAM,2
A peek into FIR against leaders in case. ,2,14,NAM,11
Spurned by mom,2,15,NAM,29
 this baby at Calcutta has died. ,2,12,NAM,4
India may make it illegal for social messaging platforms to share personal data. ,2,2,NAM,38
Why extradition could take ages. ,2,10,NAM,9
March 20. Plus 15 days. Equals...,2,22,NAM,9
KP Nayar on why discrediting military justice system will not help case. ,2,0,NAM,46
Sharad wants Gujarat CM arrested for trying to push making meat a communal issue.  ,2,12,NAM,5
Man shouts at wife in family court. And walks out. ,2,5,NAM,37
Overburdened says it may not be able to hold for college teachers this year. ,2,18,NAM,5
President backs move to make mandatory up to Class X. ,2,5,NAM,52
Nationalist trend spreads-- tightens rules to shield local jobs (and keep out Indians). ,2,0,NAM,1
Visa 'selfie' by CBSE's plans,2,13,NAM,12
 blessing,2,4,NAM,41
 cloud over and more. Also in epaper. ,2,15,NAM,4
Scotland Yard arrests in London,2,4,NAM,7
 but court grants him bail. ,2,18,NAM,44
Liquor baron declared a proclaimed offender,2,22,NAM,3
 on extradition warrant: Scotland Yard.,2,21,NAM,40
British Prime Minister Theresa May says she wants to hold early election on June 8: Reuters,2,21,NAM,12
 quoting BBC ,2,18,AUS,11
Supreme Court seeks govt's response on a plea to frame national policy to promote and ,2,8,AUS,11
JK: Schools  colleges shut down after clashes,2,9,AUS,8
 demands Presidential rule ,2,2,AUS,52
Beetle from grips litchi crop in ,2,5,AUS,36
Supreme Court asks govt to explain why need pre-censorship.  ,2,11,AUS,33
US NSA H.R. to arrive in today; to hold talks with NSA ,2,10,AUS,29
Why you should shun water at beaches. ,2,21,AUS,14
Having lost Kerala bypoll,2,11,AUS,19
 won't have to keep its promise of 'good quality ,2,10,AUS,54
So,2,19,AUS,4
 is -- and not to blame for stipend crisis faced by 4000 scholars? ,2,15,AUS,42
The middleman (or conman) nephew tapped to bribe election commission officials. ,2,22,AUS,5
Can  Air India enforce fines on unruly passengers for ,2,10,AUS,1
Top law advisor backs use of human shield,2,9,AUS,40
 but some veteran generals see breach. ,2,12,AUS,34
Arrest of a conman and bribe charges against nephew churns politics. ,2,15,AUS,0
How cloaked debate in Draupadi's robes. ,2,5,AUS,31
Draupadi and campuses in erupt,2,10,AUS,2
 politics,2,5,AUS,50
 and more. Also in epaper. ,2,1,AUS,47
CBI books 12 leaders in case. ,2,9,AUS,37
Supreme Court summons boss,2,8,AUS,15
 orders sale of slice. ,2,11,AUS,13
SC summons Home Secretaries of West Bengal,2,4,AUS,23
 UP,2,0,AUS,46
 Karnataka,2,0,AUS,18
 Tamil Nadu,2,22,AUS,44
 Bihar  Jharkhand for nice try filling police vacancie,2,21,AUS,32
Manini Chatterjee on why writings are still an indictment of India. ,2,5,AUS,9
Why wants paper trail in elections. ,2,11,AUS,19
Govt to set up panel to study service conditions of paramilitary forces. ,2,3,AUS,12
Amit Roy on an potboiler.  ,2,15,AUS,37
Muslim body lays down code of conduct during divorce,2,12,AUS,15
 but won't ban ,2,7,AUS,7
Modi's call to ensure justice for women facing evil customs.  ,2,21,AUS,7
PM's pitch for sisters,2,12,AUS,47
 board's stand on an potboiler. And more. Also in epaper. ,2,1,AUS,28
Why the always meets this man when he visits eastern India. ,2,2,AUS,41
Secessionists in and the next generation. ,2,18,AUS,25
In 7Days: secessionists,2,20,AUS,50
 tete-a-tete with a former president,2,14,AUS,36
 a dying language,2,3,AUS,0
 and more. ,2,17,AUS,7
Farooq Abdullah wins seat -- with just 4% of total votes. ,2,13,AUS,25
No govt probe yet into video on by army. ,2,5,AUS,35
As learns to follow rules,2,7,AUS,53
 funds for poor students dry up. ,2,8,AUS,21
From panchayat to Parliament seems to be boss Amit Shah's goal. ,2,16,AUS,24
Why the PM may hang out,2,1,AUS,20
 but you should not. ,2,3,AUS,40
A PM who hangs out,2,6,AUS,31
 lotus garden dreams,2,22,AUS,16
 cash lock on JNU students and more. Also in epaper. ,2,11,AUS,39
7 coaches of Meerut-Lucknow Rajya Rani Express derail near Rampur,2,15,AUS,55
 Uttar Pradesh VIDEO: ,2,6,AUS,20
Counting of votes for to Lok Sabha constituency begins.,2,20,AUS,13
What Calcutta is doing to get mom to accept her calf. ,2,0,AUS,55
To stress dress code,2,7,AUS,3
 Mecca issues picture cards. ,2,10,AUS,6
Security on border put at risk by trade. ,2,11,AUS,26
With national body meeting,2,1,AUS,49
 readies stage for 2019. ,2,15,ASI,52
6 features of extended stay in ,2,5,ASI,17
BSP boss is not averse to joining forces with non-BJP parties. ,2,1,ASI,38
Army under fire after alleged tactic in  ,2,3,ASI,9
The untold love story of and Ayesha Mukherjee. ,2,16,ASI,40
Vile tactic in Valley,2,12,ASI,34
 a love story,2,8,ASI,1
 a giraffe spurns its calf,2,8,ASI,22
 Gandhi  Champaran,2,9,ASI,17
 and more. Also in epaper. ,2,22,ASI,48
Man seen tied to army jeep in video from JK identified,2,0,ASI,28
 while the unit involved was PTI,2,17,ASI,35
 quoting officials,2,3,ASI,20
3 arrested in connection with of men on polling day in Budgam on April 9: Police.,2,9,ASI,18
Hijacked Indian Dhow Al-Kausar released ,2,17,ASI,17
Good show by pales next to 329% jump in imports. ,2,21,ASI,46
Transparency in Looking for India's ranking? Start at the bottom. ,2,13,ASI,47
How to stop (and loot) a express with just a coin. ,2,11,ASI,1
States rename roads to duck ban on but top court won't step in till after summer break. ,2,5,ASI,54
Research seats at hit again as regulator tightens rules for guides. ,2,23,ASI,7
How lost its deposit in Rajouri Garden stronghold. ,2,10,ASI,53
In Bengal Trinamool vote share goes up,2,14,ASI,38
 but surges to runner-up slot. ,2,15,ASI,47
3 men die trying to save friend from on  ,2,9,ASI,31
What results mean for others. ,2,24,ASI,37
Half full,2,2,ASI,0
 half empty for cloud over research,2,2,ASI,26
 breather for highway booze,2,8,ASI,25
 and more. Also in epaper. ,2,7,ASI,74
Setting up court at home,2,17,ASI,45
 Justice asks Chief Justice of India,2,12,ASI,71
 bench to appear before him. ,2,17,ASI,95
Dargah Trust volunteers in SC to clear in 908sq metre.,2,16,ASI,32
President clears for pieces of supporting legislation related to ,2,0,ASI,116
By-polls: retains Kanthi Dakshin,2,2,ASI,7
 retains assembly seat ,2,3,ASI,107
7% voter turnout in Kashmir's re-poll ,2,22,ASI,112
All you need to know about Election Commission's 'open challenge' to hack ,2,23,ASI,33
Foreign journalists in North Korea gather for 'big event' amid tensions ,2,9,ASI,81
Rehearsing for and more. In our Guwahati epaper. ,2,1,ASI,97
Cops dug out these to  healers who were buried alive for practising ,2,18,ASI,123
Bihar sets Rs25lakh fee for who skip after subsidised education. ,2,9,ASI,76
A visit to retracing trip. ,2,16,ASI,91
Why may not show in ,2,12,ASI,40
Did the Supreme Court chicken out while deciding on ,2,12,ASI,86
How (but not failed govt's birthplace test. ,2,11,ASI,116
10 years,2,7,ASI,49
 Rs 42 crore needed to repair damage to floodplain from event. ,2,5,ASI,27
Try hacking India's Election Commission challenges all. ,2,2,ASI,75
never wanted cows to become  a burden on farmers,2,0,ASI,68
 Pawar points out. ,2,23,SAM,121
Bounty on Savarkar on Yamuna damage bill,2,12,SAM,18
 Sita's birthplace,2,4,SAM,112
 and more. Also in epaper. ,2,14,SAM,123
20 IAS officers in including Principal Secretary Information Navneet Sehgal,2,23,SAM,91
 transferred in 1st major shuffle by ,2,0,SAM,79
Centre moves against Supreme Court verdict lifting shield. ,2,4,SAM,109
Crusader pleads for saving ,2,6,SAM,30
Sangh puts up show of strength in ,2,2,SAM,13
India,2,13,SAM,3
 to look beyond defence during visit. ,2,23,SAM,69
Murder of Pune activist fuels fears against revived UPA clause in law. ,2,23,SAM,104
In few tears for father of 3 killed by stones. ,2,24,SAM,43
Sukanta Chaudhuri on and what it means for Indian ,2,0,SAM,12
scraps pension yojana. Cycle tracks may also be broken,2,4,SAM,81
 say sources,2,20,SAM,115
Subir Bhaumik on why in should worry Calcutta,2,12,SAM,33
 Guwahati. ,2,21,SAM,12
Even benchmark for pro-poor leader seems to be ,2,1,SAM,9
How had offered India consular access to ,2,24,SAM,69
Pak terms for access,2,18,SAM,5
 model for Modi,2,11,SAM,98
 activist is killed,2,19,SAM,33
 and more. Also in epaper. ,2,24,SAM,121
Defence Partnership ,2,22,SAM,23
Preliminary enquiry by against Health Minister for alleged money laundering.,2,2,SAM,95
Menu at dinner: praise for And more praise. ,2,18,SAM,30
Why body will not pull up either or ,2,10,SAM,17
Chain of wrong drugs. No senior doctor to check. Then death. All this at Delhi.  ,2,10,SAM,42
What to  men said when cops found carcass in car boot... ,2,7,SAM,34
How bypoll was put off-- on ruling combine's request. ,2,24,SAM,7
Admission of defeat in Kashmir,2,23,SAM,112
 tougher road laws,2,14,SAM,21
 Leander and Mahesh get away,2,1,SAM,26
 and more. Also in epaper. ,2,21,SAM,84
PM and Australian PM at Temple ,2,0,SAM,74
Pak court sentences to death for spying. ,2,3,SAM,65
Lok Sabha adjourned for 3rd time till 1.50pm as Opposition uproar over leader Tarun Vijay's remarks continues. ,2,5,ASI,116
Cong forced to  adjournments in pre-noon session over alleged misuse of ED and CBI against opposition Chief Ministers.,2,16,ASI,32
The How and Why of (or,2,11,ASI,50
 how not to bore your friends). ,2,5,ASI,37
Few takers in for Mamata's Torsa plan. ,2,0,ASI,21
Govt mulls giving power to award to teachers. ,2,20,ASI,116
Some see hope in comments. ,2,23,ASI,32
Not  a girl reared by monkeys,2,0,ASI,12
 after all. ,2,17,ASI,33
Fewer Pollution,2,6,ASI,52
 paddy fields could be to blame. ,2,6,ASI,26
8 killed in election violence,2,17,ASI,16
 record low turnout. ,2,22,ASI,120
Road safety crusader to fight bid to bypass order on highway ,2,15,ASI,4
Badly equipped surgery,2,14,ASI,17
 panic and deaths. At India's top hospital. ,2,4,ASI,61
Killed in deaths in not girl after all. And more. Also in epaper. ,2,18,ASI,57
Indian Navy Ships respond to Piracy Attack on Foreign Merchant Vessel in Gulf of Aden ,2,2,ASI,21
All you need to know about 2017 across eight states VIDEO: ,2,0,ASI,15
3 killed,2,2,ASI,58
 several injured as mobs storm polling booths; Low 3.3 % turnout till 11 am ,2,24,ASI,2
Mukul Kesavan on how  justifies even though it controls the machinery of the state. ,2,3,ASI,5
We,2,23,ASI,17
 the People of are going back to a economy,2,8,ASI,16
 numbers show. ,2,9,ASI,14
No supporting any activity that is violent...against the law: Ram Madhav.  ,2,6,ASI,30
India has changed,2,21,ASI,8
 the has to re-invent itself,2,15,ASI,32
 Ram Madhav tells ,2,3,ASI,55
3 quaint digs for those on a budget (or even less). ,2,15,ASI,23
full interview inside in 7 Days. ,2,1,ASI,38
Calcutta's suddenly cannot have enough of mother's dishes --but outsourced from outlets. ,2,13,ASI,45
There is no barometer for patriotism,2,10,ASI,37
 Ram Madhav tells in a wide-ranging interview. ,2,1,ASI,74
In 7 Days: QA with Ram Madhav,2,0,ASI,45
 road to economy,2,19,ASI,71
 home-cooked food,2,12,ASI,1
 and more. ,2,18,ASI,32
A to tackle less wheat,2,24,ASI,12
 mangoes,2,12,ASI,33
 chicken; more pulses,2,12,ASI,52
 veggies,2,12,SAM,26
 mutton,2,12,SAM,16
How unhappy  some dogs like it though,0,12,AUS,27
talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,0,13,AUS,50
Does anybody know if the Rand's likely to fall against the dollar? I got some money  I need to change into R but it keeps getting stronger unhappy ,0,14,AUS,3
I miss going to gigs in Liverpool unhappy ,0,15,AUS,48
There isnt a new Riverdale tonight ? unhappy ,0,16,AUS,32
it's that A*dy guy from pop Asia and then the translator so they'll probs go with them around Aus unhappy ,0,12,AUS,36
Who's that chair you're sitting in? Is this how I find out. Everyone knows now. You've shamed me in pu,0,13,AUS,7
don't like how jittery caffeine makes me sad ,0,14,AUS,24
My area's not on the list unhappy  think I'll go LibDems anyway,0,15,AUS,22
I want fun plans this weekend unhappy ,0,12,AUS,47
When can you notice me.  unhappy  what?  ,0,13,AUS,47
Ahhhhh! You recognized LOGAN!!! Cinemax shows have a BAD track record for getting cancelled unhappy ,0,14,AUS,55
Errr dude.... They're gone unhappy  Asked other league memeber to check  the guys are go ,0,15,AUS,16
Not you again sad  ,0,12,AUS,11
Why would Harvey be going to prison? unhappy ,0,13,AUS,28
Missing in crying  Seaside area. ,0,14,AUS,51
Becoz if we will depend on your promoting its waste of hardwork to all team who ,0,15,AUS,15
I thought you'll save me crying ,0,12,AUS,36
major waffle cravings right now sad ,0,13,AUS,23
cant speak japanese ::(,0,14,AUS,32
how can people do stuff like this unhappy  ,0,15,AUS,19
please just stop confining animals in zoos unhappy  ,0,12,AUS,36
Feel like i shoyould be telling you to get the fuck out social media byout also feel really mean because unhappy  silence  love yoyou hope yoyoure okay ,0,13,AUS,29
i miss you huhu so busy unhappy ,0,14,ASI,15
it was extended family. 12 ppl.ahh wanted to show a Oh My Girl being dorky while playing a game but it got deleted unhappy ,0,15,ASI,28
Don't do that unhappy ,0,12,ASI,8
Jamie can you please reset the CGa grandfinal server... no administrator are responding unhappy ,0,13,ASI,20
noOoooooo YOU GONNA MISS THE BUFFET unhappy  TAKE CARE AIN!!!!!!!!!!!!!!!!! ,0,14,ASI,26
I wish i could vote for you unhappy ,0,15,ASI,54
instant message so jealous okay unhappy  but never mind haha bruno can wait finals first,0,12,ASI,27
when i'm enlisting can please turn up like this unhappy  ,0,13,ASI,6
unhappy  how come people like this have children where's the state intervention ,0,14,ASI,21
Ouchhhhh unhappy  ,0,15,ASI,54
Help... I want to stop tweeting. All I feel is endless suffering and pain. I tried to deactivate myself many times... Save me... unhappy ,0,12,ASI,8
For those asking,0,13,ASI,36
 the application is Kana Kanji Funtime! Sadly,0,14,ASI,43
 it looks like iOS 11 is due to kill it unhappy  ,0,15,ASI,3
Yeah did update to 16.04 ,0,12,ASI,10
 it froze a few times. Then went to 16.10,0,13,ASI,22
 froze mid install. Waited 3hrs he'd to pull plug crying ,0,14,ASI,51
Shaandaar,0,15,ASI,21
 Zabardast,0,12,ASI,29
 Another ATBB on it's way ! I wish Srk Sir starts signing good movies unhappy  ,0,13,ASI,6
I want Jabee crying ,0,14,ASI,35
sociopath full raid gear sad  ,0,15,ASI,37
When will you say hi sunshine ? unhappy  ,0,12,ASI,22
i feel bad for doing that AHAHA unhappy ,0,13,ASI,19
it's getting harder and harder to stay unhappy ,0,14,ASI,45
His face looks bloated unhappy  baby get well soon ,0,15,ASI,23
fuck. tried changing my settings but still in india. unhappy ,0,12,ASI,48
talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,0,13,ASI,44
Let's not forget that it's also Gabriel Tenma White's birthday today!I miss unhappy  ,0,14,ASI,52
Why am i always taken for granted eversince unhappy ,0,15,ASI,6
Ah alright,0,12,ASI,19
 i don%27t know if you saw my comment yet,0,13,ASI,30
 but what camera you shooting with,0,14,ASI,8
 does it have flip out scr ,0,15,ASI,34
I miss Louis' tweets unhappy ,0,12,ASI,51
Koalas are dying of thirst  and it's all because of us unhappy  ,0,13,ASI,26
okay I'll shut up now. instant message just mad that lots of people will now have a VERY flawed opinion on mental health ( on mine) because of this show unhappy ,0,14,ASI,2
pamura isa because in this very moment,0,15,ASI,11
 i want to explode like a grenade to the point where people will die with me. sad ,0,12,ASI,29
YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,0,13,ASI,4
i really want one of those iconic jimin stripes turtleneck shirt unhappy ,0,14,ASI,38
I want a spoons but I cant go unhappy  honestly feels like a messy break up unhappy ,0,15,ASI,9
Makes me so sad unhappy  they looked so unhappy when I went to SeaWorld ,0,12,ASI,9
YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,0,13,ASI,46
I miss Rockys posts unhappy  ,0,14,ASI,5
Hey Tony,0,15,ASI,37
 oh no unhappy  Could you please tell me a little more about your issue? Im following if youd prefer to DM. Amanda,0,12,ASI,5
i love mason and miss mason unhappy ,0,13,ASI,52
Cold as a mother crusher right now. Nearing the end of April. sad ,0,14,ASI,1
we don%27t talk anymore like we used to do unhappy ,0,15,ASI,12
YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,0,12,SAM,41
miss biking unhappy ,0,13,SAM,4
I miss Big brother unhappy ,0,14,SAM,7
6 days in camp haiss miss you a lot unhappy ,0,15,SAM,44
It's raining so hard unhappy ,0,12,SAM,3
Am bored and kandowiandg I have ando plaands for today is makiandg me eveand more bored unhappy ,0,13,SAM,40
oh my god not laurie penny unhappy ,0,14,SAM,12
can you say Hi Mekisha? unhappy ,0,15,SAM,11
I should never draw again unhappy ,0,12,SAM,11
Cleantha ,0,13,SAM,8
Visual Studio Installation - 89% .. BSOD comes suddenly unhappy ,0,14,SAM,52
i want to make waffles unhappy ,0,15,SAM,36
So sad unhappy  ,0,12,SAM,33
crying  muh feels,0,13,SAM,29
Look like somethings i will ignore xD Kart Racing when? unhappy ,0,14,SAM,14
did ate jenna just blocked me or what? unhappy ,0,15,SAM,19
My bed is so comfortable I don't want to get up unhappy ,0,12,SAM,54
Is that store still in use? If so,0,13,SAM,4
 I sincerely hope not too many priceless antiques were destroyed. Reg ,0,14,SAM,42
Astaga unhappy  /? ,0,15,SAM,5
I want a puppy now unhappy ,0,12,SAM,1
have to work unhappy  but i'll see you tomorrow!! ,0,13,SAM,40
happy weed day without them is not the same anymore unhappy ,0,14,SAM,34
my favourite lipstick hilang crying ,0,15,SAM,0
Time just flies,0,12,SAM,31
 can't believe he will be year for next year unhappy  We're becoming old HAHAHAH :v,0,13,SAM,2
The new Twitter reply view has me confused... like do I capitalise my replies to people or not? unhappy ,0,14,SAM,50
Whaddup. Me too crying ,0,15,SAM,47
unhappy  every time laughing my ass off,0,24,SAM,37
who's selling an army bomb ver 2??? meet up on sad ,0,11,SAM,15
Yeesh unhappy  It's fairly warm here.,0,11,SAM,13
easter has flown unhappy  I'm not ready to give up home luxuries like branded cereal,0,11,SAM,23
Ohnoo unhappy  unhappy  hope it recuperates sooner!!,0,11,SAM,46
Her back unhappy  ,0,11,SAM,18
give me a chance in west server unhappy ,0,11,SAM,44
but you were going to do it yesterday unhappy ,0,11,SAM,32
I agree. My issue would be that it all has to be paid for somehow. I just can't see the numbers adding up. sad ,0,11,SAM,9
I want to drink with cigarettes unhappy ,0,11,AUS,19
Oh mince unhappy ,0,10,AUS,12
The manifesto,0,11,AUS,37
 Nick? Might he deliver WHEN the time demands it. Story of his life - ,0,12,AUS,15
It's okay I've accepted you the way you are unhappy ,0,13,AUS,7
why do people abuse animals unhappy  they're so loyal,0,14,AUS,7
i'm actually crying while typing this tweet i just can't take it anymore.. not applicablehulog not applicable knock out d unhappy ,0,15,AUS,47
imagine if he wins next time too unhappy  unhappy ,0,16,AUS,28
Same unhappy ,0,17,AUS,41
I need Cue something that would make me smile....I'll be waiting...:( ,0,18,AUS,25
YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,0,19,AUS,50
YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,0,20,AUS,36
these nosebleeds are getting outta hands unhappy ,0,21,AUS,0
I am perfectly happy being single .. Until I see a happy couple :(KISSES TheFashionIcon,0,22,ASI,7
Dude I just want more sleep unhappy ,0,23,ASI,25
Feel so fucking shit today unhappy ,0,24,ASI,35
wont be able to stream tonight i'm sorry guys unhappy ,0,1,ASI,53
I face swapped a cat with a dog and it's really upsetting unhappy  ,0,2,ASI,21
your system does not recognize spaces in last names so for 2nd time unable to check in  forced to wait in unnecessary lines unhappy ,0,3,ASI,24
still waiting unhappy ,0,4,ASI,20
#NAME?,0,5,ASI,40
 rocks. next question - where is my astro unhappy  ? ,0,6,ASI,31
It was not your fault,0,7,ASI,16
 but the customs of Argentina that fill you with paperwork unhappy ,0,8,ASI,39
i tried fixing my choristers dress hem that came undone by taping it with fabric tape but i put it on wrong and its even more ruined unhappy ,0,9,ASI,55
Small fishie died unhappy ,0,10,ASI,20
It's too nice outside to be stuck in school all day unhappy ,0,11,ASI,13
EDM pleaseeeeeeeee   unhappy ,0,12,ASI,55
oh my god unhappy  next time mishutuuu,0,13,ASI,3
Can you say Hi julia ??pleasee crying  ,0,14,ASI,6
Bby unhappy  your emotion  ,0,15,ASI,26
I seriously thought that Coldplay was going to be band like Depeche Mode or U2,0,16,ASI,49
 just kept going unhappy  ,0,17,ASI,52
poor baby unhappy  I hate people ,0,18,ASI,17
unhappy  i have to be strong today jfjfjkf,0,19,ASI,38
I NEED A UNICORN FRAPPUCCINO STAT. I JUST FOUND OUT THEY ARE LIMITED TIMEE! unhappy  How much longer?,0,20,ASI,9
Her back unhappy  ,0,21,ASI,40
unhappy  sorry to hear this.....,0,22,ASI,34
I won't. if i do it's probably for phil but he hasn't seen me yet unhappy ,0,23,ASI,1
Yuri was here and i didn't know it unhappy  the second snsd i missed ,0,24,ASI,22
why are your campervan tickets so expensive? unhappy ,0,11,ASI,17
Canberra is a land-locked capital. unhappy  ,0,2,ASI,48
how much? i cant seem to deathmatch you unhappy ,0,3,ASI,28
